"date,year month,price_soybean,Brazil-Tmin,Brazil-Tmax,Brazil-T mean,Brazil-Precipitation,ARGENTINA-Tmin,ARGENTINA-Tmax,ARGENTINA T Mean,ARGENTINA Precipitation,""Precipitation USA Decatur, IL (mm)"",""Avg Temperature USA Decatur, IL (°C)"",real_interest_rate,exp_infl_1year,china_gdp_pp,eur_gdp_pp,usa_gdp_pp,world_food_price_index,meat_price_index,DXY,price_gold,SP500,VIX,price_wti_oil,price_corn,price_wheat,SOYBEANS - USA PRODUCTION [mTons],SOYBEANS - Brazil PRODUCTION [mTons],SOYBEANS - Argentina PRODUCTION [mTons],SOYBEANS - USA Stocks [mTons]"
"2/1/2013,02-2013,1452.25,21.7,28.9,25.3,207,15.1,28.5,21.8,91.3,65.532,-1.28,0.1721,1.36081,7056.41,33800.46,55675.39,123.3,107.6,81.939,1594.3,705.7,15.51,92.05,687.25,714.5,  91.363 ,  86.200 ,49.117029,""27,162"""
"3/1/2013,03-2013,1404.75,21.2,28.9,25.05,179,13.3,26.5,19.9,128.6,41.148,1.83,0.05034,1.00494,7056.41,33800.46,55675.39,122.9,108,82.976,1474.7,728,12.7,97.23,682,687.75,  91.363 ,  86.200 ,49.117029,""27,162"""
"4/1/2013,04-2013,1399,20.1,28.4,24.25,91,10,22.3,16.15,91.2,171.196,10.44,-0.02421,1.45631,7056.41,33800.46,55675.39,122.9,108.7,83.375,1474.7,740.7,13.52,93.46,626.5,731,  91.363 ,  86.200 ,49.117029,""11,830"""
"5/1/2013,05-2013,1510,17.2,25.9,21.55,81,7.1,18.2,12.65,55.3,172.212,17.72,-0.01939,1.17803,7056.41,33800.46,55675.39,122.1,105.5,83.375,1387.81,758.9,16.3,91.97,625,705.5,  91.363 ,  86.200 ,49.117029,""11,830"""
"6/3/2013,06-2013,1252,16.4,25.7,21.05,49,4,14.9,9.45,25.1,132.588,21.94,0.22769,1.35321,7056.41,33800.46,55675.39,120.9,105,83.136,1234.8,747.7,16.86,96.56,540.5,657.75,  91.363 ,  86.200 ,49.117029,""11,830"""
"7/1/2013,07-2013,1206.25,16,26.1,21.05,30,3,14.2,8.6,23.8,90.424,22.67,0.54638,1.00303,7056.41,33800.46,55675.39,117.9,104.5,82.029,1322.4,785.8,13.45,105.03,488.25,664.25,  91.363 ,  86.200 ,49.117029,""3,825"""
"8/1/2013,08-2013,1357.5,17.6,28.8,23.2,34,4.3,17,10.65,32,2.286,23.06,0.47507,1.79743,7056.41,33800.46,55675.39,116.2,105.5,82.029,1395.2,757.3,17.00999,107.65,453.75,654,  91.363 ,  86.200 ,49.117029,""3,825"""
"9/3/2013,09-2013,1282.75,19.6,30.4,25,92,6.5,19.3,12.9,57.3,15.494,20.89,0.54083,2.20242,7056.41,33800.46,55675.39,116.4,106.1,80.224,1327.19,771.6,16.6,102.33,440.75,678.5,  91.363 ,  86.200 ,49.117029,""3,825"""
"10/1/2013,10-2013,1266.25,21.2,30.2,25.7,151,9.9,22.1,16,109,120.904,12.78,0.49297,1.55552,7056.41,33800.46,55675.39,118.8,106.4,80.242,1322.9,805.2,13.75,96.38,427,667.5,  91.363 ,  86.200 ,49.117029,""58,612"""
"11/1/2013,11-2013,1336.5,21.2,29.2,25.2,173,12.7,25.8,19.25,102.1,34.036,3.67,0.48964,1.45058,7056.41,33800.46,55675.39,118.7,105.6,80.645,1205.25,842.3,13.7,98.42,410.75,668.75,  91.363 ,  86.200 ,49.117029,""58,612"""
"12/2/2013,12-2013,1292.5,21.8,29.2,25.5,227,14.9,28.8,21.85,109,50.038,-2.44,0.4183,1.92403,7056.41,33800.46,55675.39,118.2,104.6,80.206,1205.25,842.3,13.72,98.42,418.5,605.25,  91.363 ,  86.200 ,49.117029,""58,612"""
"1/2/2014,01-2014,1282.75,21.8,29,25.4,259,16.2,29.8,23,116,47.244,-6.22,0.68064,1.63825,7532.77,33800.46,55675.39,116.2,103.2,81.252,1324.9,808.2,18.41,97.49,406.25,555.75,  106.905 ,  97.100 ,53.39872,""27,048"""
"2/3/2014,02-2014,1414,21.7,28.9,25.3,207,15.1,28.5,21.8,91.3,96.012,-7.17,0.50868,1.58583,7532.77,34388.81,56762.73,118.5,103.6,79.776,1324.9,839.2,14,102.59,433.25,602.25,  106.905 ,  97.100 ,53.39872,""27,048"""
"3/3/2014,03-2014,1464,21.2,28.9,25.05,179,13.3,26.5,19.9,128.6,39.878,1.67,0.58045,1.21946,7532.77,34388.81,56762.73,122.1,106.2,80.108,1281.85,856.1,13.88,101.58,464,697.25,  106.905 ,  97.100 ,53.39872,""27,048"""
"4/1/2014,04-2014,1512.75,20.1,28.4,24.25,91,10,22.3,16.15,91.2,131.318,11.72,0.70222,1.65301,7532.77,34388.81,56762.73,121.5,109.7,79.511,1291.1,866.3,13.41,99.74,485.5,721.5,  106.905 ,  97.100 ,53.39872,""11,024"""
"5/1/2014,05-2014,1493.25,17.2,25.9,21.55,81,7.1,18.2,12.65,55.3,102.616,17.83,0.62685,1.76839,7532.77,34388.81,56762.73,121.3,112.1,80.391,1250.5,877,11.4,102.71,465,627.25,  106.905 ,  97.100 ,53.39872,""11,024"""
"6/2/2014,06-2014,1157.25,16.4,25.7,21.05,49,4,14.9,9.45,25.1,252.222,22.56,0.62453,1.52655,7532.77,34388.81,56762.73,119.3,116.2,79.78,1326.75,890.1,11.57,105.37,417,577.5,  106.905 ,  97.100 ,53.39872,""11,024"""
"7/1/2014,07-2014,1082,16,26.1,21.05,30,3,14.2,8.6,23.8,65.532,21.17,0.59099,1.85949,7532.77,34388.81,56762.73,116.4,117.8,81.46,1281.7,876.1,16.95,98.17,356.5,530.25,  106.905 ,  97.100 ,53.39872,""2,504"""
"8/1/2014,08-2014,1024.25,17.6,28.8,23.2,34,4.3,17,10.65,32,162.56,22.83,0.64941,1.80655,7532.77,34388.81,56762.73,113,119.2,82.736,1287.01,907.6,11.98,95.96,347.75,563.5,  106.905 ,  97.100 ,53.39872,""2,504"""
"9/2/2014,09-2014,913.25,19.6,30.4,25,92,6.5,19.3,12.9,57.3,108.204,18,0.58086,2.11504,7532.77,34388.81,56762.73,109.3,117.9,86.915,1208.5,886.2,16.31,91.16,319.5,477.75,  106.905 ,  97.100 ,53.39872,""2,504"""
"10/1/2014,10-2014,1049.25,21.2,30.2,25.7,151,9.9,22.1,16,109,148.59,11.94,0.70096,1.60224,7532.77,34388.81,56762.73,109.4,117.2,86.915,1172.59,901.1,14.03,80.54,318.25,532.5,  106.905 ,  97.100 ,53.39872,""68,794"""
"11/3/2014,11-2014,1016,21.2,29.2,25.2,173,12.7,25.8,19.25,102.1,49.53,1.5,0.7133,1.32116,7532.77,34388.81,56762.73,108.2,115.1,88.219,1167.23,919.3,13.33,66.15,359,578.5,  106.905 ,  97.100 ,53.39872,""68,794"""
"12/1/2014,12-2014,1023.5,21.8,29.2,25.5,227,14.9,28.8,21.85,109,43.434,0.39,0.38473,2.1861,7532.77,34388.81,56762.73,105.1,108.8,94.846,1283.09,923,19.2,53.27,377.25,589.75,  106.905 ,  97.100 ,53.39872,""68,794"""
"1/2/2015,01-2015,961,21.8,29,25.4,259,16.2,29.8,23,116,28.448,-3.44,0.70994,0.91604,8016.43,34388.81,56762.73,100.7,103.8,94.846,1212.96,880.6,20.97,48.24,365.75,502.75,  106.869 ,  95.700 ,61.398276,""36,104"""
"2/2/2015,02-2015,1031.75,21.7,28.9,25.3,207,15.1,28.5,21.8,91.3,32.258,-6.44,0.53838,0.38334,8016.43,34927.49,57292.54,98.5,100.5,95.253,1212.96,926.5,13.34,49.76,367.5,513,  106.869 ,  95.700 ,61.398276,""36,104"""
"3/2/2015,03-2015,973.25,21.2,28.9,25.05,179,13.3,26.5,19.9,128.6,36.576,3.61,0.75171,0.79844,8016.43,34927.49,57292.54,95.6,96.8,98.379,1183.3,911,15.29,47.6,367,511.75,  106.869 ,  95.700 ,61.398276,""36,104"""
"4/1/2015,04-2015,976,20.1,28.4,24.25,91,10,22.3,16.15,91.2,51.308,12.67,0.41032,1.58999,8016.43,34927.49,57292.54,94.7,97.7,94.811,1183.97,925.3,14.55,59.63,359,474,  106.869 ,  95.700 ,61.398276,""17,066"""
"5/1/2015,05-2015,934,17.2,25.9,21.55,81,7.1,18.2,12.65,55.3,160.528,18.5,0.53392,1.70283,8016.43,34927.49,57292.54,95,99.5,96.887,1190,929.8,13.84,60.3,348.25,477,  106.869 ,  95.700 ,61.398276,""17,066"""
"6/1/2015,06-2015,1037.25,16.4,25.7,21.05,49,4,14.9,9.45,25.1,146.05,22.28,0.55378,1.77505,8016.43,34927.49,57292.54,94.5,98.6,97.192,1172.75,909.7,18.23,59.47,346.75,615.75,  106.869 ,  95.700 ,61.398276,""17,066"""
"7/1/2015,07-2015,940.25,16,26.1,21.05,30,3,14.2,8.6,23.8,115.062,23.22,0.66707,1.80113,8016.43,34927.49,57292.54,93.8,99.1,97.192,1095.01,911.9,12.12,47.12,365.75,499.25,  106.869 ,  95.700 ,61.398276,""5,188"""
"8/3/2015,08-2015,887.5,17.6,28.8,23.2,34,4.3,17,10.65,32,59.69,22.56,0.54831,1.7248,8016.43,34927.49,57292.54,89.6,99.2,95.926,1134.35,854.7,28.43,49.2,346.5,485,  106.869 ,  95.700 ,61.398276,""5,188"""
"9/1/2015,09-2015,892,19.6,30.4,25,92,6.5,19.3,12.9,57.3,39.878,21.67,0.51246,1.92836,8016.43,34927.49,57292.54,89,97.1,96.282,1114.55,828.5,24.5,45.09,360.5,512.75,  106.869 ,  95.700 ,61.398276,""5,188"""
"10/1/2015,10-2015,885.75,21.2,30.2,25.7,151,9.9,22.1,16,109,39.116,13.72,0.52877,1.31198,8016.43,34927.49,57292.54,90.4,92.4,96.915,1141.59,888.3,15.07,46.59,372,522,  106.869 ,  95.700 ,61.398276,""73,865"""
"11/2/2015,11-2015,881,21.2,29.2,25.2,173,12.7,25.8,19.25,102.1,112.268,8.5,0.66621,1.30667,8016.43,34927.49,57292.54,87.7,89.1,100.2,1064.6,891.7,16.13,41.65,356,475.5,  106.869 ,  95.700 ,61.398276,""73,865"""
"12/1/2015,12-2015,864.25,21.8,29.2,25.5,227,14.9,28.8,21.85,109,212.09,4.89,0.64742,1.46796,8016.43,34927.49,57292.54,87.1,87,98.693,1118.12,872.9,18.21,37.04,357,470,  106.869 ,  95.700 ,61.398276,""73,865"""
"1/4/2016,01-2016,882.25,21.8,29,25.4,259,16.2,29.8,23,116,22.352,-2.5,0.73451,1.47499,8516.51,34927.49,57292.54,84.9,84.2,99.531,1238.36,828.4,20.2,33.62,348.5,479.25,  116.932 ,  114.900 ,59.095246,""41,664"""
"2/1/2016,02-2016,861,21.7,28.9,25.3,207,15.1,28.5,21.8,91.3,24.892,0.78,0.53874,1.11589,8516.51,35764.45,58207.58,86,85.9,94.628,1232.15,831.1,20.55,33.75,352.5,453.25,  116.932 ,  114.900 ,59.095246,""41,664"""
"3/1/2016,03-2016,910.75,21.2,28.9,25.05,179,13.3,26.5,19.9,128.6,83.566,8.72,0.55141,0.78225,8516.51,35764.45,58207.58,87.4,86.1,94.628,1292.77,886.2,13.95,38.34,347.5,473.5,  116.932 ,  114.900 ,59.095246,""41,664"""
"4/1/2016,04-2016,1029.75,20.1,28.4,24.25,91,10,22.3,16.15,91.2,97.028,11.83,0.34527,1.68966,8516.51,35764.45,58207.58,89.2,87.9,93.082,1292.77,903.5,15.7,45.92,347.25,488.5,  116.932 ,  114.900 ,59.095246,""23,726"""
"5/2/2016,05-2016,1078.5,17.2,25.9,21.55,81,7.1,18.2,12.65,55.3,80.01,16.61,0.41365,1.66012,8516.51,35764.45,58207.58,90.6,90.2,95.798,1214.95,908.9,14.19,49.1,368,464.5,  116.932 ,  114.900 ,59.095246,""23,726"""
"6/1/2016,06-2016,1153.25,16.4,25.7,21.05,49,4,14.9,9.45,25.1,59.69,23.89,0.5191,1.28116,8516.51,35764.45,58207.58,93.8,94.3,95.963,1321.49,914.9,15.63,48.33,360.25,445.5,  116.932 ,  114.900 ,59.095246,""23,726"""
"7/1/2016,07-2016,1003,16,26.1,21.05,30,3,14.2,8.6,23.8,129.032,24.06,0.16535,1.64813,8516.51,35764.45,58207.58,93,95.3,95.517,1350.57,938.5,11.87,41.6,326.75,407.75,  116.932 ,  114.900 ,59.095246,""5,354"""
"8/1/2016,08-2016,943,17.6,28.8,23.2,34,4.3,17,10.65,32,125.73,24.39,0.22684,1.59009,8516.51,35764.45,58207.58,95.3,96.4,95.422,1308.76,941.4,13.42,44.7,310.75,388.25,  116.932 ,  114.900 ,59.095246,""5,354"""
"9/1/2016,09-2016,954,19.6,30.4,25,92,6.5,19.3,12.9,57.3,69.088,21.83,0.21607,2.06444,8516.51,35764.45,58207.58,96.1,94.9,95.422,1315.55,935.7,13.29,48.24,315,402,  116.932 ,  114.900 ,59.095246,""5,354"""
"10/3/2016,10-2016,1011.75,21.2,30.2,25.7,151,9.9,22.1,16,109,72.39,16.11,0.2898,1.744,8516.51,35764.45,58207.58,95.9,93,98.356,1276.75,920.1,17.06,46.86,335.25,416.25,  116.932 ,  114.900 ,59.095246,""78,899"""
"11/1/2016,11-2016,1032.25,21.2,29.2,25.2,173,12.7,25.8,19.25,102.1,94.996,8.67,0.34661,1.9022,8516.51,35764.45,58207.58,95.8,93.4,101.53,1150.62,998.5,13.33,53.72,335.5,402.75,  116.932 ,  114.900 ,59.095246,""78,899"""
"12/1/2016,12-2016,1004,21.8,29.2,25.5,227,14.9,28.8,21.85,109,26.924,-1.5,0.70046,2.29173,8516.51,35764.45,58207.58,95.1,90.7,102.21,1210.47,998.5,14.04,53.72,341.75,408,  116.932 ,  114.900 ,59.095246,""78,899"""
"1/3/2017,01-2017,1024.5,21.8,29,25.4,259,16.2,29.8,23,116,54.61,0.11,0.72565,2.10273,9053.21,35764.45,58207.58,97.7,91.9,99.55,1210.47,1003.6,11.99,52.81,351.5,420.75,  120.065 ,  123.400 ,54.972546,""47,326"""
"2/1/2017,02-2017,1035.75,21.7,28.9,25.3,207,15.1,28.5,21.8,91.3,10.922,4.89,0.77438,1.94277,9053.21,36315.1,59607.39,98.1,93.9,101.36,1248.78,1040.5,12.92,54.01,358,443.75,  120.065 ,  123.400 ,54.972546,""47,326"""
"3/1/2017,03-2017,946,21.2,28.9,25.05,179,13.3,26.5,19.9,128.6,84.582,6.39,0.9165,1.50315,9053.21,36315.1,59607.39,96.2,95.7,100.56,1267.91,1026.1,12.37,50.6,354.25,426.5,  120.065 ,  123.400 ,54.972546,""47,326"""
"4/3/2017,04-2017,956.25,20.1,28.4,24.25,91,10,22.3,16.15,91.2,133.858,14.11,0.76575,1.71867,9053.21,36315.1,59607.39,95.1,97.6,99.041,1267.91,1023.8,10.82,49.33,354.25,432.25,  120.065 ,  123.400 ,54.972546,""26,286"""
"5/1/2017,05-2017,916,17.2,25.9,21.55,81,7.1,18.2,12.65,55.3,228.346,16.83,0.77641,1.56481,9053.21,36315.1,59607.39,97.4,99.5,95.628,1268.55,1017.6,10.41,48.32,364.25,429.25,  120.065 ,  123.400 ,54.972546,""26,286"""
"6/1/2017,06-2017,954.75,16.4,25.7,21.05,49,4,14.9,9.45,25.1,29.718,23,0.73611,0.95869,9053.21,36315.1,59607.39,98,100.7,95.628,1241.33,1036,11.18,46.04,356.25,526,  120.065 ,  123.400 ,54.972546,""26,286"""
"7/3/2017,07-2017,1007.25,16,26.1,21.05,30,3,14.2,8.6,23.8,125.222,25.11,0.72502,1.71216,9053.21,36315.1,59607.39,100.2,101.2,92.847,1268.95,1046.7,10.26,50.17,366,474.5,  120.065 ,  123.400 ,54.972546,""8,208"""
"8/1/2017,08-2017,945.25,17.6,28.8,23.2,34,4.3,17,10.65,32,80.772,21.89,0.67086,1.65218,9053.21,36315.1,59607.39,99.3,100.3,92.567,1320.65,1030.8,10.59,47.23,332,434.5,  120.065 ,  123.400 ,54.972546,""8,208"""
"9/1/2017,09-2017,968.25,19.6,30.4,25,92,6.5,19.3,12.9,57.3,22.352,20.67,0.56521,2.0578,9053.21,36315.1,59607.39,99.9,99.2,93.071,1279.72,1063.2,9.51,51.67,345.5,448.25,  120.065 ,  123.400 ,54.972546,""8,208"""
"10/2/2017,10-2017,984.75,21.2,30.2,25.7,151,9.9,22.1,16,109,110.49,14.61,0.72914,1.9527,9053.21,36315.1,59607.39,98.9,98.4,94.542,1270.65,1074.2,10.18,54.38,342.5,418.5,  120.065 ,  123.400 ,54.972546,""86,020"""
"11/1/2017,11-2017,985.75,21.2,29.2,25.2,173,12.7,25.8,19.25,102.1,34.544,6,0.75219,2.06918,9053.21,36315.1,59607.39,98.9,98.4,93.068,1302.67,1124.8,11.28,60.42,335.5,433,  120.065 ,  123.400 ,54.972546,""86,020"""
"12/1/2017,12-2017,961.75,21.8,29.2,25.5,227,14.9,28.8,21.85,109,18.034,-1.28,0.57305,2.82407,9053.21,36315.1,59607.39,96.4,96.1,92.297,1344.57,1124.8,11.04,60.42,346.5,427,  120.065 ,  123.400 ,54.972546,""86,020"""
"1/2/2018,01-2018,995.75,21.8,29,25.4,259,16.2,29.8,23,116,24.892,-4.33,0.87379,1.90489,9619.19,36315.1,59607.39,96.8,95.6,90.655,1318.2,1169.3,13.58,64.73,345.5,451.75,  120.515 ,  120.500 ,37.785927,""57,406"""
"2/1/2018,02-2018,1055.5,21.7,28.9,25.3,207,15.1,28.5,21.8,91.3,121.666,0.33,1.08847,2.13804,9619.19,36847.88,60698.01,97.9,97,90.655,1325.03,1101.9,19.85,61.64,356.25,495,  120.515 ,  120.500 ,37.785927,""57,406"""
"3/1/2018,03-2018,1044.75,21.2,28.9,25.05,179,13.3,26.5,19.9,128.6,88.9,3.67,1.02954,1.68874,9619.19,36847.88,60698.01,99,97.2,89.974,1315.5,1077.5,19.97,64.94,369.25,451,  120.515 ,  120.500 ,37.785927,""57,406"""
"4/2/2018,04-2018,1048.5,20.1,28.4,24.25,91,10,22.3,16.15,91.2,70.358,7.94,1.01435,1.84679,9619.19,36847.88,60698.01,98.6,95.9,91.817,1315.5,1080,15.93,68.57,372,510.5,  120.515 ,  120.500 ,37.785927,""33,185"""
"5/1/2018,05-2018,1018.5,17.2,25.9,21.55,81,7.1,18.2,12.65,55.3,57.658,22.39,1.21609,1.96778,9619.19,36847.88,60698.01,98.7,95.3,93.977,1297.9,1082.1,15.43,67.04,390.75,526.25,  120.515 ,  120.500 ,37.785927,""33,185"""
"6/1/2018,06-2018,880,16.4,25.7,21.05,49,4,14.9,9.45,25.1,144.272,24.39,1.24573,1.591,9619.19,36847.88,60698.01,97,95.1,94.47,1252.4,1081.2,16.09,74.15,338.75,501.25,  120.515 ,  120.500 ,37.785927,""33,185"""
"7/2/2018,07-2018,919,16,26.1,21.05,30,3,14.2,8.6,23.8,185.42,23.78,1.15523,2.12309,9619.19,36847.88,60698.01,95.1,94.6,94.551,1223.7,1126.1,12.83,68.76,337.25,553.75,  120.515 ,  120.500 ,37.785927,""11,923"""
"8/1/2018,08-2018,843.5,17.6,28.8,23.2,34,4.3,17,10.65,32,82.296,24,1.25524,2.12846,9619.19,36847.88,60698.01,96,95.8,95.099,1201.47,1141.2,12.86,69.8,340.25,545.5,  120.515 ,  120.500 ,37.785927,""11,923"""
"9/4/2018,09-2018,845.5,19.6,30.4,25,92,6.5,19.3,12.9,57.3,91.948,21.72,1.13215,2.41001,9619.19,36847.88,60698.01,94.2,94.1,95.134,1190.4,1136.6,12.12,73.25,342.5,509,  120.515 ,  120.500 ,37.785927,""11,923"""
"10/1/2018,10-2018,851.75,21.2,30.2,25.7,151,9.9,22.1,16,109,58.674,12.78,1.30013,2.21217,9619.19,36847.88,60698.01,93.3,92.3,97.197,1215,1076.9,21.23,65.31,356.5,500.5,  120.515 ,  120.500 ,37.785927,""101,945"""
"11/1/2018,11-2018,894.75,21.2,29.2,25.2,173,12.7,25.8,19.25,102.1,65.786,1.83,1.30866,2.16702,9619.19,36847.88,60698.01,92.2,92.9,97.197,1282.2,991.5,18.07,45.41,355.25,515.75,  120.515 ,  120.500 ,37.785927,""101,945"""
"12/3/2018,12-2018,895,21.8,29.2,25.5,227,14.9,28.8,21.85,109,120.904,1.61,1.25497,1.98107,9619.19,36847.88,60698.01,92.2,92.9,96.024,1282.2,991.5,25.42,45.41,372.5,503.25,  120.515 ,  120.500 ,37.785927,""101,945"""
"1/2/2019,01-2019,915.25,21.8,29,25.4,259,16.2,29.8,23,116,78.232,-3.94,1.04043,1.80396,10155.49,36847.88,60698.01,93.3,92.3,95.557,1313,1081,16.57,53.79,371,516.5,  96.667 ,  128.500 ,55.263891,""74,219"""
"2/1/2019,02-2019,910.25,21.7,28.9,25.3,207,15.1,28.5,21.8,91.3,42.926,-0.83,1.06818,1.78943,10155.49,34539.49,58453.45,94,93.1,96.221,1291.91,1103.7,14.78,57.22,362.5,459.5,  96.667 ,  128.500 ,55.263891,""74,219"""
"3/1/2019,03-2019,884.25,21.2,28.9,25.05,179,13.3,26.5,19.9,128.6,122.936,2.83,0.51721,1.37532,10155.49,34539.49,58453.45,93.2,94.6,97.211,1283.35,1106.2,13.71,60.14,356,457.75,  96.667 ,  128.500 ,55.263891,""74,219"""
"4/1/2019,04-2019,854,20.1,28.4,24.25,91,10,22.3,16.15,91.2,142.494,11.89,0.4203,2.03738,10155.49,34539.49,58453.45,93.6,97.8,97.609,1283.35,1154.8,13.12,63.91,342.25,428.75,  96.667 ,  128.500 ,55.263891,""48,528"""
"5/1/2019,05-2019,877.75,17.2,25.9,21.55,81,7.1,18.2,12.65,55.3,134.62,17.56,0.54043,2.18514,10155.49,34539.49,58453.45,94.3,100.5,97.609,1305.2,1066.3,18.71,53.5,343,503,  96.667 ,  128.500 ,55.263891,""48,528"""
"6/3/2019,06-2019,923,16.4,25.7,21.05,49,4,14.9,9.45,25.1,129.794,21.94,0.4213,1.60914,10155.49,34539.49,58453.45,95.4,101.2,96.13,1409.1,1143.6,15.08,58.47,407,527.25,  96.667 ,  128.500 ,55.263891,""48,528"""
"7/1/2019,07-2019,881.5,16,26.1,21.05,30,3,14.2,8.6,23.8,28.448,25.44,0.44057,1.74766,10155.49,34539.49,58453.45,95.1,102.4,98.807,1412.3,1167.2,16.12,58.58,400,487.25,  96.667 ,  128.500 ,55.263891,""24,740"""
"8/1/2019,08-2019,869,17.6,28.8,23.2,34,4.3,17,10.65,32,184.404,23.22,0.42005,1.71434,10155.49,34539.49,58453.45,94.1,102.3,98.807,1520.34,1135.2,18.98,55.1,355.25,462.5,  96.667 ,  128.500 ,55.263891,""24,740"""
"9/3/2019,09-2019,906,19.6,30.4,25,92,6.5,19.3,12.9,57.3,128.778,22.67,0.23501,1.64493,10155.49,34539.49,58453.45,93.4,101,99.394,1472.16,1169.7,16.24,54.07,352.25,495.75,  96.667 ,  128.500 ,55.263891,""24,740"""
"10/1/2019,10-2019,932.25,21.2,30.2,25.7,151,9.9,22.1,16,109,126.746,12.17,0.36832,1.7246,10155.49,34539.49,58453.45,95.2,101.6,97.331,1512.564,1201.3,13.22,54.18,378.25,508.75,  96.667 ,  128.500 ,55.263891,""88,518"""
"11/1/2019,11-2019,876.75,21.2,29.2,25.2,173,12.7,25.8,19.25,102.1,54.356,2.67,0.43361,1.6973,10155.49,34539.49,58453.45,98.6,106.5,98.271,1517.177,1283.9,12.62,61.06,362.25,541.75,  96.667 ,  128.500 ,55.263891,""88,518"""
"12/2/2019,12-2019,955.5,21.8,29.2,25.5,227,14.9,28.8,21.85,109,36.576,1.83,0.51426,1.70378,10155.49,34539.49,58453.45,101,106.6,96.529,1517.177,1283.9,13.78,61.06,371,558.75,  96.667 ,  128.500 ,55.263891,""88,518"""
"1/2/2020,01-2020,872.5,21.8,29,25.4,259,16.2,29.8,23,116,127.508,0.17,0.5051,1.79711,10358.26,34539.49,58453.45,102.5,103.6,97.362,1585.634,1245.1,18.84,51.56,375.25,553.75,  114.749 ,  139.500 ,48.796661,""61,368"""
"2/3/2020,02-2020,892.75,21.7,28.9,25.3,207,15.1,28.5,21.8,91.3,69.85,-0.22,0.31599,1.64596,10358.26,36362.37,61855.52,99.4,100.5,98.127,1585.634,1123.7,40.11,44.76,361.75,525,  114.749 ,  139.500 ,48.796661,""61,368"""
"3/2/2020,03-2020,886,21.2,28.9,25.05,179,13.3,26.5,19.9,128.6,106.172,7.39,-0.12784,0.98707,10358.26,36362.37,61855.52,95.2,99.4,98.947,1575.007,944.9,53.54,20.48,332,568.75,  114.749 ,  139.500 ,48.796661,""61,368"""
"4/1/2020,04-2020,855.25,20.1,28.4,24.25,91,10,22.3,16.15,91.2,155.702,10.06,-0.11159,-0.05035,10358.26,36362.37,61855.52,92.5,96.9,99.039,1685.125,1050.1,34.15,18.84,300.25,524.25,  114.749 ,  139.500 ,48.796661,""37,595"""
"5/1/2020,05-2020,840.75,17.2,25.9,21.55,81,7.1,18.2,12.65,55.3,161.036,15.83,-0.02786,-0.21879,10358.26,36362.37,61855.52,91.1,95.4,98.295,1729.326,1082.1,27.51,35.49,312.25,520.75,  114.749 ,  139.500 ,48.796661,""37,595"""
"6/1/2020,06-2020,882.25,16.4,25.7,21.05,49,4,14.9,9.45,25.1,134.112,23.44,-0.1537,0.51276,10358.26,36362.37,61855.52,93.3,94.8,93.455,1781.858,1064.3,30.43,39.27,313.5,491.75,  114.749 ,  139.500 ,48.796661,""37,595"""
"7/1/2020,07-2020,892.5,16,26.1,21.05,30,3,14.2,8.6,23.8,109.982,25.17,-0.34534,1.572,10358.26,36362.37,61855.52,94,92.2,93.455,1974.9,1102.7,24.46,40.27,314.5,531.25,  114.749 ,  139.500 ,48.796661,""14,276"""
"8/3/2020,08-2020,953.5,17.6,28.8,23.2,34,4.3,17,10.65,32,23.876,22.83,-0.40713,1.67677,10358.26,36362.37,61855.52,95.9,92.2,92.157,1967.244,1143.3,26.41,42.61,307.25,552.25,  114.749 ,  139.500 ,48.796661,""14,276"""
"9/1/2020,09-2020,1023.5,19.6,30.4,25,92,6.5,19.3,12.9,57.3,34.798,19.28,-0.34334,1.58276,10358.26,36362.37,61855.52,98,91.5,93.804,1885.328,1108,26.37,40.22,351,578,  114.749 ,  139.500 ,48.796661,""14,276"""
"10/1/2020,10-2020,1056.25,21.2,30.2,25.7,151,9.9,22.1,16,109,56.642,11.39,-0.29174,1.39704,10358.26,36362.37,61855.52,101.4,91.8,94.038,1877.9,1085.1,38.02,35.79,377.25,598.5,  114.749 ,  139.500 ,48.796661,""80,197"""
"11/2/2020,11-2020,1168.5,21.2,29.2,25.2,173,12.7,25.8,19.25,102.1,41.91,8.28,-0.21396,1.42003,10358.26,36362.37,61855.52,105.6,93.3,91.869,1776.7,1224.8,20.57,45.34,393,585,  114.749 ,  139.500 ,48.796661,""80,197"""
"12/1/2020,12-2020,1311,21.8,29.2,25.5,227,14.9,28.8,21.85,109,32.258,0.78,-0.23232,1.64952,10358.26,36362.37,61855.52,108.6,94.8,89.937,1846.715,1259.8,22.75,48.52,414.5,640.5,  114.749 ,  139.500 ,48.796661,""80,197"""
"1/4/2021,01-2021,1370,21.8,29,25.4,259,16,30.3,23.15,116,86.614,-1.78,-0.23502,1.44609,11188.3,36362.37,61855.52,113.5,96,90.584,1732.526,1240.2,33.09,52.2,479.5,663,  121.528 ,  130.500 ,46.217911,""42,502"""
"2/1/2021,02-2021,1404.25,21.7,28.9,25.3,207,14,29.4,21.7,91.3,45.212,-5.78,-0.23082,1.67549,11188.3,36362.37,61855.52,116.6,97.8,93.232,1707.47,1314.6,27.95,61.5,524.75,660.25,  121.528 ,  130.500 ,46.217911,""42,502"""
